Drop Down,Drop Down.1,Drop Down.2,Drop Down.3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Drop Down.4,Drop Down.5,Unnamed: 10
Protein,9,API & DP Process Validation Review & Establishing Specification,Program Management (PMO),,"Developed scenarios in support of strategic planning (as required), strategic impact analysis (critical path, risk, budget variances).",,,,,
Protein,10,Ready to File,Analytical Development (AD),,Analytical sections of Marketing Application reviewed and approved.,,AD-SI,,,
Protein,10,Ready to File,Analytical Development (AD),,All source documents completed and approved.,,AD-SI,,,
Protein,10,Ready to File,Analytical Development (AD),,"RRM and any critical controls, standards  data  trending  completed by AD Cork.",,,,,
Protein,10,Ready to File,Analytical Development (AD),,Complete PRM and WRM qualification reports and  issue COA for BLA/MAA,,,,,
Protein,10,Ready to File,Analytical Development (AD),,Complete product characterization method qualification reports  for BLA/MAA.,,,,,
Protein,10,Ready to File,Analytical Development (AD),,"Ph3 and ProVal DS & DP stability data completed by AD Cork and  JSC QC, respectively and trending completed by AD Cork.",,,,,
Protein,10,Ready to File,Analytical Development (AD),,Provide a detailed  summary of any late development IP discussions. Discuss any novel original ideas and innovations and progress made toward completing a patent application.,,,,,
Protein,10,Ready to File,Analytical Development (AD),,Maintain sample archive/permanent retention program for all Clinical and ProVal batches.,,AD-SI,,,
Protein,10,Ready to File,API (Proteins),,DS upstream and downstream process validation report approved.,,,,,
Protein,10,Ready to File,API (Proteins),,DS upstream and downstream process characterization report approved.,,,,,
Protein,10,Ready to File,API (Proteins),,All source documents completed and approved.,,,,,
Protein,10,Ready to File,API (Proteins),,DS sections of Marketing Application reviewed and approved.,,,,,
Protein,10,Ready to File,API (Proteins),,"Document list (including process characterization reports, robustness study reports, process validation protocol and reports, or process development history report) completed.",,,,,
Protein,10,Ready to File,API (Proteins),,EHS Requirement: compliance assessment for DS manufacturing completed. Complete and file ERA (RIMdocs),,,,,
Protein,10,Ready to File,API (Proteins),,PVMP Summary Report approved.,,,,,
Protein,10,Ready to File,API (Proteins),,Provide a detailed  summary of  any late phase development IP discussions. Discuss any novel original ideas and innovations and progress made toward completing a patent application,,,,,
Protein,10,Ready to File,API (Proteins),,Continuous Process verification (CPV) strategy defined (linked to stabilization metrics) and implementation started.,,,,,
Protein,10,Ready to File,Clinical Supply Chain (CSC),,Coordinate aggregated clinical/non-clinical demand in support of commercial/Ph3 mfg. and provide to the JSC organization,,"CSI, BCPO SCM, BCPO GP",,,
Protein,10,Ready to File,Clinical Supply Chain (CSC),,Ensure overall CSC FTE and OOP budget compound and study level in place,,CSI,,,
Protein,10,Ready to File,Clinical Supply Chain (CSC),,Alignment with Medical Affairs on potential demands,,CSI,,,
Protein,10,Ready to File,Clinical Supply Chain (CSC),,Initiate discussions with VCL/JSC to have plan in place to support Medical Affairs and any other ongoing studies from commercial supplies.,,CSI,,,
Protein,10,Ready to File,CMC Leadership (CMC-L),,Marketing Application reviewed and approved. Conduct lessons learned if applicable. ,,,,,
Protein,10,Ready to File,CMC Leadership (CMC-L),,"Continue discussions on Patent and Publication Strategy with team and legal. Summarize potential unique aspects of the process, product formulations and devices that could lead to publications and/or patents.   ",,,,,
Protein,10,Ready to File,CMC Leadership (CMC-L),,"Ensure Customer Centered Design deliverables are completed for this stage (combo products), inclusive of Customer Centered Design Workshop as needed.",,CMC-L/VCL are co-owners of this deliverable ,,,
Protein,10,Ready to File,CMC Leadership (CMC-L),,Ensure LD Criticality Report is updated (if applicable).,,,,,
Protein,10,Ready to File,CMC Leadership (CMC-L),,Stage 10 CMC Council presentation completed.,,,,,
Protein,10,Ready to File,CMC Leadership (CMC-L),,Ensure initial worldwide filing strategy has been defined. ,,,,,
Protein,10,Ready to File,CMC Leadership (CMC-L),,Update CMC Risk Register.,,,,,
Protein,10,Ready to File,CMC Regulatory Affairs (RA),,Risk Register completed for major predictable CMC filing issues (RA/DDO/CMCL).,,,,,
Protein,10,Ready to File,CMC Regulatory Affairs (RA),,Regulatory filing strategy defined,,,,,
Protein,10,Ready to File,CMC Regulatory Affairs (RA),,Marketing Application submitted to primary markets according to project timelines.,,,,,
Protein,10,Ready to File,CMC Regulatory Affairs (RA),,Approval of proposed commercial label completed.,,,,,
Protein,10,Ready to File,Combination Products  Development Process (CPDP),,CPDP Commercialization Stage  ,,,,,
Protein,10,Ready to File,Combination Products  Development Process (CPDP),,Pre-Approval Inspection Readiness - PAI Readiness Checklist (Device/Combo),,,,,
Protein,10,Ready to File,Combination Products  Development Process (CPDP),,Pre-Approval Inspection Readiness - Mock PAI Inspection of Compliance ,,,,,
Protein,10,Ready to File,Combination Products  Development Process (CPDP),,Pre-Approval Inspection Readiness - Checklist execution Summary/Remediation Report,,,,,
Protein,10,Ready to File,Combination Products  Development Process (CPDP),,Design Control,,,,,
Protein,10,Ready to File,Combination Products  Development Process (CPDP),,Design and Development Plan  (Update),,,,,
Protein,10,Ready to File,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Risk Management Plan/Report (Update),,,,,
Protein,10,Ready to File,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Product Risk Assessment (Update),,,,,
Protein,10,Ready to File,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - uFMEA (Update),,,,,
Protein,10,Ready to File,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - CTQ Flow Down (Update),,,,,
Protein,10,Ready to File,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - Device Control Strategy (Review and Update),,,,,
Protein,10,Ready to File,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - dFMEA (Update),,,,,
Protein,10,Ready to File,Combination Products  Development Process (CPDP),,Device Risk Management  (Update) - pFMEA (Update),,,,,
Protein,10,Ready to File,Combination Products  Development Process (CPDP),,"Update to Regulated Substances Plan, Supplier Regulated Substances Declarations and Regulated Substances Report (if applicable)",,,,,
Protein,10,Ready to File,Combination Products  Development Process (CPDP),,Device Master Record (DMR) (Update),,,,,
Protein,10,Ready to File,Combination Products  Development Process (CPDP),,Design History File (Update),,,,,
Protein,10,Ready to File,Dossier Development Operations (DDO),,"Marketing Application internally reviewed and approved, and derivative dossiers completed.",,,,,
Protein,10,Ready to File,Drug Product Development & Delivery (DPD&D),,"Ensure comprehensive justification for human factors study plans has been documented.  (For non-combination products, consult with CMCRA whether URRA should be included in NDA/BLA (not applicable to MAA).  Roles and responsibilities for URRA may be DPD&D as appropriate)",,,,,
Protein,10,Ready to File,Drug Product Development & Delivery (DPD&D),,Commercial pharmacy manual supportive studies completed & documented (if required).,,,,,
Protein,10,Ready to File,Drug Product Development & Delivery (DPD&D),,All formulation and process dev history / robustness source documents completed.,,,,,
Protein,10,Ready to File,Drug Product Development & Delivery (DPD&D),,DP sections of Marketing Application reviewed and approved.,,,,,
Protein,10,Ready to File,Drug Product Development & Delivery (DPD&D),,Commercially acceptable stability achieved at real-time storage conditions according to regulatory submission strategy.,,,,,
Protein,10,Ready to File,Drug Product Development & Delivery (DPD&D),,EHS Requirement: compliance assessment for DP manufacturing completed.,,,,,
Protein,10,Ready to File,Drug Product Development & Delivery (DPD&D),,Continuous Process verification (CPV) strategy defined (linked to stabilization metrics) and implementation started.,,,,,
Protein,10,Ready to File,Drug Product Development & Delivery (DPD&D),,Commercial Container Closure System Summary Report completed.,,,,,
Protein,10,Ready to File,Drug Product Development & Delivery (DPD&D),,Finalize JJ Packaging Design protocol,,,,,
Protein,10,Ready to File,Drug Product Development & Delivery (DPD&D),,"Passive shipping systems qualified, if applicable.",,,,,
